Origin,Destination,O_Cluster,D_Cluster,Travel_Time_Min,Transfers,Target_Flow_Baseline,O_GOV,D_GOV,O_CUF,D_CUF,O_TRS,D_TRS,O_RSF,D_RSF,O_CMF,D_CMF,O_UTI,D_UTI,O_BUS,D_BUS,O_MUF,D_MUF,O_SCH,D_SCH,O_AMD,D_AMD,O_TRH,D_TRH,O_REM,D_REM,O_HNC,D_HNC,O_TRF,D_TRF,O_COM,D_COM,O_BGD,D_BGD,Predicted_Flow
LCK,QUB,Mixed,Residential,4.359999999999999,1,737.0447204277124,11.0,15.0,2.0,2.0,45.0,17.0,18.0,18.0,26.0,20.0,18.0,8.0,12.0,3.0,13.0,8.0,14.0,10.0,2.0,3.0,0.0,1.0,6.0,8.0,0.0,3.0,7.0,3.0,1.0,1.0,0.0,1.0,850.76654
LCK,SHM,Mixed,Residential,11.469999999999999,2,119.29191406609225,11.0,3.0,2.0,2.0,45.0,18.0,18.0,22.0,26.0,16.0,18.0,7.0,12.0,5.0,13.0,10.0,14.0,13.0,2.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,120.074036
LCK,SHS,Mixed,Mixed,4.98,1,1115.759331551101,11.0,7.0,2.0,4.0,45.0,26.0,18.0,56.0,26.0,31.0,18.0,5.0,12.0,11.0,13.0,17.0,14.0,35.0,2.0,4.0,0.0,0.0,6.0,10.0,0.0,16.0,7.0,2.0,1.0,4.0,0.0,0.0,1196.3992
LCK,SHT,Mixed,Mixed,4.37,1,910.2920216805551,11.0,18.0,2.0,9.0,45.0,16.0,18.0,29.0,26.0,20.0,18.0,9.0,12.0,15.0,13.0,12.0,14.0,6.0,2.0,1.0,0.0,0.0,6.0,8.0,0.0,2.0,7.0,2.0,1.0,3.0,0.0,0.0,1024.079
LCK,SHW,Mixed,Special/Industrial,4.05,1,2230.173512400745,11.0,51.0,2.0,11.0,45.0,21.0,18.0,43.0,26.0,51.0,18.0,13.0,12.0,14.0,13.0,27.0,14.0,25.0,2.0,41.0,0.0,5.0,6.0,8.0,0.0,9.0,7.0,3.0,1.0,3.0,0.0,0.0,2105.0996
LCK,SIH,Mixed,Mixed,4.08,1,779.8453096906194,11.0,7.0,2.0,2.0,45.0,21.0,18.0,15.0,26.0,6.0,18.0,9.0,12.0,3.0,13.0,9.0,14.0,10.0,2.0,0.0,0.0,0.0,6.0,9.0,0.0,9.0,7.0,4.0,1.0,2.0,0.0,9.0,872.3544
LCK,SKM,Mixed,Commercial Hub,3.45,1,2262.340613558894,11.0,12.0,2.0,5.0,45.0,15.0,18.0,55.0,26.0,26.0,18.0,22.0,12.0,2.0,13.0,23.0,14.0,39.0,2.0,3.0,0.0,0.0,6.0,31.0,0.0,15.0,7.0,0.0,1.0,8.0,0.0,0.0,2126.816
LCK,SKW,Mixed,Commercial Hub,4.649999999999999,1,1260.866160231812,11.0,7.0,2.0,9.0,45.0,22.0,18.0,38.0,26.0,21.0,18.0,10.0,12.0,7.0,13.0,27.0,14.0,27.0,2.0,2.0,0.0,0.0,6.0,28.0,0.0,23.0,7.0,3.0,1.0,6.0,0.0,0.0,1334.2869
LCK,SOH,Mixed,Residential,5.86,1,379.3062414470161,11.0,4.0,2.0,5.0,45.0,12.0,18.0,22.0,26.0,9.0,18.0,2.0,12.0,6.0,13.0,5.0,14.0,23.0,2.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,7.0,2.0,1.0,4.0,0.0,0.0,489.0534
LCK,SSP,Mixed,Commercial Hub,0.2,0,36336.805555555555,11.0,25.0,2.0,3.0,45.0,18.0,18.0,60.0,26.0,39.0,18.0,8.0,12.0,8.0,13.0,26.0,14.0,32.0,2.0,30.0,0.0,2.0,6.0,19.0,0.0,24.0,7.0,1.0,1.0,4.0,0.0,0.0,38691.64
LCK,STW,Mixed,Mixed,9.399999999999999,2,257.25776627218943,11.0,6.0,2.0,5.0,45.0,10.0,18.0,29.0,26.0,17.0,18.0,10.0,12.0,6.0,13.0,21.0,14.0,24.0,2.0,0.0,0.0,0.0,6.0,10.0,0.0,10.0,7.0,3.0,1.0,8.0,0.0,0.0,259.34476
LCK,SUN,Mixed,Residential,3.5100000000000002,1,120.4517185264576,11.0,0.0,2.0,0.0,45.0,4.0,18.0,0.0,26.0,0.0,18.0,5.0,12.0,1.0,13.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,746.461
LCK,SUW,Mixed,Residential,6.930000000000001,2,378.46923506278927,11.0,8.0,2.0,4.0,45.0,8.0,18.0,16.0,26.0,20.0,18.0,7.0,12.0,2.0,13.0,11.0,14.0,14.0,2.0,15.0,0.0,1.0,6.0,19.0,0.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0,289.37408
LCK,SWH,Mixed,Mixed,4.559999999999999,1,1154.8315304590865,11.0,23.0,2.0,7.0,45.0,11.0,18.0,40.0,26.0,20.0,18.0,9.0,12.0,4.0,13.0,19.0,14.0,34.0,2.0,1.0,0.0,0.0,6.0,17.0,0.0,13.0,7.0,3.0,1.0,3.0,0.0,0.0,1108.019
LCK,SYP,Mixed,Commercial Hub,4.13,1,1735.5767586607844,11.0,21.0,2.0,12.0,45.0,11.0,18.0,32.0,26.0,31.0,18.0,10.0,12.0,5.0,13.0,19.0,14.0,50.0,2.0,18.0,0.0,1.0,6.0,12.0,0.0,26.0,7.0,9.0,1.0,4.0,0.0,0.0,1877.8577
LCK,TAK,Mixed,Mixed,4.459999999999999,1,992.0634920634924,11.0,16.0,2.0,5.0,45.0,21.0,18.0,35.0,26.0,24.0,18.0,9.0,12.0,7.0,13.0,10.0,14.0,26.0,2.0,2.0,0.0,1.0,6.0,8.0,0.0,0.0,7.0,2.0,1.0,3.0,0.0,0.0,1168.4872
LCK,TAP,Mixed,Mixed,4.61,1,706.1810301822883,11.0,2.0,2.0,7.0,45.0,9.0,18.0,41.0,26.0,12.0,18.0,8.0,12.0,4.0,13.0,8.0,14.0,16.0,2.0,3.0,0.0,0.0,6.0,7.0,0.0,7.0,7.0,1.0,1.0,2.0,0.0,0.0,896.1322
LCK,TAW,Mixed,Mixed,4.26,1,967.7384377394499,11.0,4.0,2.0,8.0,45.0,13.0,18.0,29.0,26.0,14.0,18.0,18.0,12.0,5.0,13.0,17.0,14.0,18.0,2.0,0.0,0.0,0.0,6.0,17.0,0.0,3.0,7.0,3.0,1.0,4.0,0.0,0.0,1008.70654
LCK,TIH,Mixed,Mixed,4.1,1,1446.5590157631682,11.0,14.0,2.0,5.0,45.0,9.0,18.0,73.0,26.0,23.0,18.0,9.0,12.0,10.0,13.0,16.0,14.0,21.0,2.0,18.0,0.0,0.0,6.0,13.0,0.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,1442.5552
LCK,TIK,Mixed,Mixed,4.57,1,738.922607325084,11.0,10.0,2.0,2.0,45.0,10.0,18.0,16.0,26.0,16.0,18.0,11.0,12.0,7.0,13.0,6.0,14.0,42.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,7.0,1.0,1.0,4.0,0.0,0.0,793.81793
LCK,TIS,Mixed,Mixed,3.64,1,1284.2783888228296,11.0,3.0,2.0,4.0,45.0,11.0,18.0,48.0,26.0,15.0,18.0,11.0,12.0,4.0,13.0,19.0,14.0,33.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,1.0,5.0,0.0,0.0,1344.8837
LCK,TKO,Mixed,Mixed,7.71,2,357.5472456669227,11.0,15.0,2.0,3.0,45.0,25.0,18.0,7.0,26.0,35.0,18.0,8.0,12.0,8.0,13.0,7.0,14.0,38.0,2.0,1.0,0.0,0.0,6.0,3.0,0.0,3.0,7.0,0.0,1.0,2.0,0.0,0.0,260.57715
LCK,TKW,Mixed,Commercial Hub,6.95,2,661.7617973972549,11.0,10.0,2.0,4.0,45.0,17.0,18.0,45.0,26.0,27.0,18.0,17.0,12.0,4.0,13.0,16.0,14.0,39.0,2.0,9.0,0.0,0.0,6.0,16.0,0.0,25.0,7.0,3.0,1.0,7.0,0.0,0.0,683.6265
LCK,TSH,Mixed,Residential,11.489999999999998,2,60.57688424558703,11.0,3.0,2.0,4.0,45.0,6.0,18.0,7.0,26.0,8.0,18.0,6.0,12.0,1.0,13.0,4.0,14.0,7.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,7.0,2.0,1.0,4.0,0.0,0.0,34.638424
LCK,TST,Mixed,Special/Industrial,0.78,0,45567.163236965025,11.0,21.0,2.0,26.0,45.0,50.0,18.0,29.0,26.0,75.0,18.0,8.0,12.0,11.0,13.0,15.0,14.0,9.0,2.0,566.0,0.0,1.0,6.0,13.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,44918.89
LCK,TSW,Mixed,Commercial Hub,0.6,0,20781.249999999996,11.0,24.0,2.0,9.0,45.0,25.0,18.0,39.0,26.0,45.0,18.0,20.0,12.0,17.0,13.0,22.0,14.0,29.0,2.0,17.0,0.0,0.0,6.0,27.0,0.0,18.0,7.0,1.0,1.0,9.0,0.0,2.0,23231.842
LCK,TSY,Mixed,Mixed,3.4200000000000004,1,1164.492946499867,11.0,2.0,2.0,3.0,45.0,17.0,18.0,29.0,26.0,14.0,18.0,11.0,12.0,6.0,13.0,8.0,14.0,15.0,2.0,1.0,0.0,0.0,6.0,5.0,0.0,2.0,7.0,17.0,1.0,0.0,0.0,0.0,1480.8793
LCK,TUC,Mixed,Residential,3.5900000000000003,1,797.4140999900325,11.0,10.0,2.0,4.0,45.0,11.0,18.0,7.0,26.0,10.0,18.0,7.0,12.0,4.0,13.0,11.0,14.0,13.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,7.0,3.0,1.0,3.0,0.0,0.0,1032.7943
LCK,TUM,Mixed,Mixed,6.08,1,628.4113760413674,11.0,9.0,2.0,7.0,45.0,35.0,18.0,26.0,26.0,36.0,18.0,11.0,12.0,6.0,13.0,14.0,14.0,9.0,2.0,2.0,0.0,0.0,6.0,11.0,0.0,6.0,7.0,3.0,1.0,3.0,0.0,2.0,635.2314
LCK,TWH,Mixed,Commercial Hub,0.51,0,17882.987588263673,11.0,11.0,2.0,16.0,45.0,14.0,18.0,59.0,26.0,25.0,18.0,21.0,12.0,0.0,13.0,19.0,14.0,29.0,2.0,1.0,0.0,0.0,6.0,19.0,0.0,9.0,7.0,0.0,1.0,10.0,0.0,0.0,16998.723
LCK,TWO,Mixed,Commercial Hub,4.8100000000000005,1,969.4544097215021,11.0,13.0,2.0,7.0,45.0,8.0,18.0,40.0,26.0,10.0,18.0,12.0,12.0,10.0,13.0,23.0,14.0,27.0,2.0,0.0,0.0,0.0,6.0,21.0,0.0,8.0,7.0,0.0,1.0,8.0,0.0,0.0,981.58496
LCK,TWW,Mixed,Mixed,3.14,1,1766.3772783495526,11.0,4.0,2.0,4.0,45.0,32.0,18.0,57.0,26.0,28.0,18.0,9.0,12.0,7.0,13.0,10.0,14.0,11.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,2.0,7.0,1.0,1.0,2.0,0.0,0.0,1816.5038
LCK,UNI,Mixed,Residential,4.54,1,273.6905211849496,11.0,6.0,2.0,2.0,45.0,9.0,18.0,9.0,26.0,0.0,18.0,5.0,12.0,3.0,13.0,8.0,14.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,122.342094
LCK,WAC,Mixed,Special/Industrial,3.94,1,2918.626759986232,11.0,114.0,2.0,15.0,45.0,38.0,18.0,41.0,26.0,64.0,18.0,6.0,12.0,7.0,13.0,18.0,14.0,21.0,2.0,43.0,0.0,4.0,6.0,15.0,0.0,15.0,7.0,0.0,1.0,6.0,0.0,0.0,2467.0938
LCK,WCH,Mixed,Residential,4.8,1,556.6290130796671,11.0,9.0,2.0,2.0,45.0,14.0,18.0,24.0,26.0,6.0,18.0,15.0,12.0,5.0,13.0,7.0,14.0,10.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,3.0,7.0,5.0,1.0,1.0,0.0,0.0,658.7824
LCK,WHA,Mixed,Mixed,3.6300000000000003,1,1493.919363340781,11.0,11.0,2.0,8.0,45.0,24.0,18.0,28.0,26.0,31.0,18.0,5.0,12.0,6.0,13.0,11.0,14.0,36.0,2.0,4.0,0.0,0.0,6.0,8.0,0.0,4.0,7.0,2.0,1.0,5.0,0.0,0.0,1442.0663
LCK,WKS,Mixed,Residential,15.04,2,43.53206758664437,11.0,4.0,2.0,2.0,45.0,10.0,18.0,11.0,26.0,9.0,18.0,2.0,12.0,4.0,13.0,7.0,14.0,9.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,2.0,1.0,3.0,0.0,0.0,71.25679
LCK,WTS,Mixed,Commercial Hub,3.72,1,2207.294958345303,11.0,20.0,2.0,4.0,45.0,23.0,18.0,87.0,26.0,23.0,18.0,17.0,12.0,9.0,13.0,27.0,14.0,35.0,2.0,0.0,0.0,0.0,6.0,16.0,0.0,6.0,7.0,4.0,1.0,10.0,0.0,0.0,1954.6154
LCK,YAT,Mixed,Mixed,4.46,1,704.4237813468583,11.0,6.0,2.0,2.0,45.0,19.0,18.0,27.0,26.0,15.0,18.0,6.0,12.0,7.0,13.0,13.0,14.0,12.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,7.0,4.0,1.0,2.0,0.0,0.0,900.97626
LCK,YMT,Mixed,Commercial Hub,0.53,0,34089.45277457388,11.0,18.0,2.0,8.0,45.0,14.0,18.0,44.0,26.0,76.0,18.0,16.0,12.0,1.0,13.0,14.0,14.0,34.0,2.0,171.0,0.0,0.0,6.0,33.0,0.0,20.0,7.0,2.0,1.0,5.0,0.0,0.0,34424.08
LCK,YUL,Mixed,Commercial Hub,3.2800000000000002,1,1690.9227880164206,11.0,5.0,2.0,6.0,45.0,20.0,18.0,15.0,26.0,24.0,18.0,9.0,12.0,12.0,13.0,23.0,14.0,26.0,2.0,0.0,0.0,0.0,6.0,15.0,0.0,12.0,7.0,0.0,1.0,10.0,0.0,0.0,1848.8625
LET,ADM,Mixed,Special/Industrial,1.88,0,3723.9583333333335,5.0,80.0,5.0,23.0,15.0,23.0,31.0,20.0,12.0,19.0,5.0,15.0,10.0,10.0,18.0,9.0,18.0,8.0,1.0,6.0,0.0,1.0,7.0,1.0,12.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4919.337
LET,AIR,Mixed,Residential,13.479999999999999,2,25.234844784957726,5.0,6.0,5.0,0.0,15.0,12.0,31.0,1.0,12.0,3.0,5.0,5.0,10.0,4.0,18.0,1.0,18.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,-57.533405
LET,AUS,Mixed,Mixed,10.299999999999999,2,272.1356410055604,5.0,10.0,5.0,3.0,15.0,44.0,31.0,22.0,12.0,32.0,5.0,12.0,10.0,7.0,18.0,13.0,18.0,12.0,1.0,67.0,0.0,0.0,7.0,11.0,12.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0,222.65405
LET,AWE,Mixed,Residential,14.679999999999998,2,6.979513744273222,5.0,1.0,5.0,1.0,15.0,6.0,31.0,0.0,12.0,2.0,5.0,0.0,10.0,0.0,18.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,-55.710278
LET,CAB,Mixed,Special/Industrial,5.02,1,1132.4654253264314,5.0,25.0,5.0,7.0,15.0,31.0,31.0,23.0,12.0,66.0,5.0,7.0,10.0,22.0,18.0,11.0,18.0,13.0,1.0,56.0,0.0,2.0,7.0,10.0,12.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0,909.5844
LET,CEN,Mixed,Special/Industrial,4.95,1,1155.2291504837228,5.0,61.0,5.0,29.0,15.0,34.0,31.0,30.0,12.0,50.0,5.0,7.0,10.0,13.0,18.0,11.0,18.0,11.0,1.0,23.0,0.0,4.0,7.0,8.0,12.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1064.1608
LET,CHH,Mixed,Mixed,8.55,2,277.52528713576925,5.0,7.0,5.0,4.0,15.0,14.0,31.0,46.0,12.0,13.0,5.0,28.0,10.0,8.0,18.0,17.0,18.0,20.0,1.0,0.0,0.0,0.0,7.0,9.0,12.0,0.0,2.0,6.0,2.0,5.0,0.0,0.0,262.0297
LET,CHW,Mixed,Commercial Hub,5.829999999999998,1,772.494099539325,5.0,16.0,5.0,8.0,15.0,15.0,31.0,57.0,12.0,26.0,5.0,19.0,10.0,9.0,18.0,29.0,18.0,29.0,1.0,1.0,0.0,1.0,7.0,12.0,12.0,20.0,2.0,1.0,2.0,9.0,0.0,0.0,624.4967
LET,CIO,Mixed,Mixed,12.400000000000002,2,112.29115615950097,5.0,8.0,5.0,2.0,15.0,18.0,31.0,23.0,12.0,15.0,5.0,11.0,10.0,8.0,18.0,16.0,18.0,13.0,1.0,1.0,0.0,0.0,7.0,12.0,12.0,9.0,2.0,2.0,2.0,3.0,0.0,0.0,93.98694
LET,CKT,Mixed,Mixed,8.400000000000002,2,237.90176550475317,5.0,3.0,5.0,7.0,15.0,10.0,31.0,50.0,12.0,9.0,5.0,8.0,10.0,2.0,18.0,15.0,18.0,16.0,1.0,1.0,0.0,1.0,7.0,12.0,12.0,9.0,2.0,0.0,2.0,4.0,0.0,0.0,195.05446
LET,CSW,Mixed,Commercial Hub,5.98,1,953.9125294537811,5.0,22.0,5.0,7.0,15.0,20.0,31.0,54.0,12.0,40.0,5.0,14.0,10.0,5.0,18.0,23.0,18.0,47.0,1.0,13.0,0.0,0.0,7.0,38.0,12.0,35.0,2.0,0.0,2.0,7.0,0.0,0.0,891.8326
LET,DIH,Mixed,Mixed,8.46,2,254.06853827621805,5.0,7.0,5.0,3.0,15.0,21.0,31.0,39.0,12.0,25.0,5.0,7.0,10.0,3.0,18.0,10.0,18.0,20.0,1.0,1.0,0.0,0.0,7.0,10.0,12.0,4.0,2.0,5.0,2.0,3.0,0.0,1.0,222.50455
LET,DIS,Mixed,Residential,14.559999999999999,3,16.53769139775709,5.0,0.0,5.0,0.0,15.0,3.0,31.0,20.0,12.0,1.0,5.0,2.0,10.0,1.0,18.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-40.24776
LET,ETS,Mixed,Special/Industrial,8.299999999999999,2,1170.586194935831,5.0,9.0,5.0,19.0,15.0,41.0,31.0,17.0,12.0,50.0,5.0,3.0,10.0,10.0,18.0,6.0,18.0,4.0,1.0,544.0,0.0,0.0,7.0,5.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1688.216
LET,EXC,Mixed,Residential,4.95,1,747.2636113268836,5.0,57.0,5.0,9.0,15.0,30.0,31.0,14.0,12.0,17.0,5.0,6.0,10.0,4.0,18.0,10.0,18.0,1.0,1.0,26.0,0.0,1.0,7.0,4.0,12.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,722.29297
LET,FAN,Mixed,Mixed,5.900000000000001,1,522.6212980466287,5.0,15.0,5.0,1.0,15.0,13.0,31.0,37.0,12.0,16.0,5.0,6.0,10.0,13.0,18.0,12.0,18.0,34.0,1.0,1.0,0.0,1.0,7.0,11.0,12.0,9.0,2.0,0.0,2.0,5.0,0.0,0.0,430.21945
LET,FOH,Mixed,Commercial Hub,5.17,1,871.4725143095808,5.0,17.0,5.0,2.0,15.0,16.0,31.0,26.0,12.0,36.0,5.0,14.0,10.0,5.0,18.0,14.0,18.0,42.0,1.0,17.0,0.0,0.0,7.0,25.0,12.0,13.0,2.0,3.0,2.0,2.0,0.0,0.0,824.9941
LET,FOT,Mixed,Residential,5.460000000000001,1,277.5594513510145,5.0,8.0,5.0,3.0,15.0,11.0,31.0,8.0,12.0,11.0,5.0,8.0,10.0,4.0,18.0,9.0,18.0,12.0,1.0,0.0,0.0,0.0,7.0,3.0,12.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,302.9332
LET,HAH,Mixed,Mixed,8.959999999999999,2,286.8602925759262,5.0,7.0,5.0,1.0,15.0,18.0,31.0,55.0,12.0,22.0,5.0,6.0,10.0,7.0,18.0,24.0,18.0,34.0,1.0,0.0,0.0,0.0,7.0,12.0,12.0,6.0,2.0,2.0,2.0,5.0,0.0,0.0,255.9842
LET,HEO,Mixed,Mixed,13.000000000000002,2,105.06122448979589,5.0,4.0,5.0,4.0,15.0,12.0,31.0,48.0,12.0,13.0,5.0,10.0,10.0,5.0,18.0,16.0,18.0,18.0,1.0,0.0,0.0,0.0,7.0,9.0,12.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,185.21013
LET,HFC,Mixed,Residential,5.769999999999999,1,168.48159291687855,5.0,3.0,5.0,2.0,15.0,6.0,31.0,7.0,12.0,5.0,5.0,6.0,10.0,2.0,18.0,5.0,18.0,14.0,1.0,0.0,0.0,0.0,7.0,3.0,12.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,128.43637
LET,HIK,Mixed,Residential,10.260000000000002,2,89.10177335953986,5.0,3.0,5.0,7.0,15.0,7.0,31.0,15.0,12.0,6.0,5.0,6.0,10.0,4.0,18.0,15.0,18.0,9.0,1.0,0.0,0.0,0.0,7.0,2.0,12.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,71.00566
LET,HKU,Mixed,Mixed,5.1899999999999995,1,705.3692834082802,5.0,7.0,5.0,9.0,15.0,18.0,31.0,34.0,12.0,25.0,5.0,8.0,10.0,1.0,18.0,9.0,18.0,42.0,1.0,3.0,0.0,0.0,7.0,18.0,12.0,12.0,2.0,0.0,2.0,3.0,0.0,0.0,705.17255
LET,HOK,Mixed,Special/Industrial,9.95,2,333.93799128458545,5.0,65.0,5.0,17.0,15.0,38.0,31.0,25.0,12.0,52.0,5.0,8.0,10.0,27.0,18.0,11.0,18.0,3.0,1.0,20.0,0.0,3.0,7.0,3.0,12.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,334.3302
LET,HOM,Mixed,Mixed,8.139999999999999,2,311.5408740286045,5.0,8.0,5.0,4.0,15.0,16.0,31.0,47.0,12.0,16.0,5.0,8.0,10.0,1.0,18.0,13.0,18.0,23.0,1.0,8.0,0.0,0.0,7.0,4.0,12.0,14.0,2.0,13.0,2.0,3.0,0.0,4.0,355.91718
LET,HUH,Mixed,Residential,5.0200000000000005,1,453.775344642995,5.0,12.0,5.0,7.0,15.0,26.0,31.0,9.0,12.0,16.0,5.0,3.0,10.0,5.0,18.0,6.0,18.0,9.0,1.0,7.0,0.0,0.0,7.0,0.0,12.0,4.0,2.0,7.0,2.0,0.0,0.0,4.0,392.3007
LET,JOR,Mixed,Special/Industrial,5.06,1,1717.2336045485738,5.0,17.0,5.0,7.0,15.0,22.0,31.0,29.0,12.0,57.0,5.0,13.0,10.0,5.0,18.0,19.0,18.0,23.0,1.0,208.0,0.0,2.0,7.0,28.0,12.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,1523.2264
LET,KAT,Mixed,Residential,10.199999999999998,2,100.31887755102045,5.0,13.0,5.0,2.0,15.0,24.0,31.0,6.0,12.0,16.0,5.0,6.0,10.0,8.0,18.0,3.0,18.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,28.742785
LET,KET,Mixed,Mixed,5.249999999999999,1,574.7456000000002,5.0,7.0,5.0,6.0,15.0,13.0,31.0,36.0,12.0,20.0,5.0,9.0,10.0,6.0,18.0,15.0,18.0,20.0,1.0,2.0,0.0,0.0,7.0,12.0,12.0,5.0,2.0,0.0,2.0,5.0,0.0,1.0,460.22467
LET,KOB,Mixed,Mixed,8.66,2,326.40844617620206,5.0,13.0,5.0,8.0,15.0,23.0,31.0,58.0,12.0,25.0,5.0,8.0,10.0,7.0,18.0,18.0,18.0,24.0,1.0,0.0,0.0,0.0,7.0,13.0,12.0,10.0,2.0,4.0,2.0,2.0,0.0,0.0,334.13043
LET,KOT,Mixed,Mixed,5.170000000000001,1,585.9901389323041,5.0,5.0,5.0,2.0,15.0,15.0,31.0,39.0,12.0,10.0,5.0,8.0,10.0,6.0,18.0,10.0,18.0,44.0,1.0,3.0,0.0,0.0,7.0,6.0,12.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,653.1508
LET,KOW,Mixed,Residential,10.1,2,81.2434055677299,5.0,6.0,5.0,3.0,15.0,34.0,31.0,2.0,12.0,8.0,5.0,3.0,10.0,4.0,18.0,0.0,18.0,4.0,1.0,3.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,10.049384
LET,KSR,Mixed,Residential,9.25,2,32.66627007733492,5.0,1.0,5.0,0.0,15.0,7.0,31.0,2.0,12.0,2.0,5.0,2.0,10.0,5.0,18.0,5.0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-46.992146
LET,KWF,Mixed,Mixed,6.390000000000001,1,544.6412058866075,5.0,11.0,5.0,4.0,15.0,22.0,31.0,38.0,12.0,24.0,5.0,11.0,10.0,20.0,18.0,24.0,18.0,27.0,1.0,0.0,0.0,0.0,7.0,11.0,12.0,12.0,2.0,0.0,2.0,4.0,0.0,0.0,440.85242
LET,KWH,Mixed,Mixed,6.460000000000001,1,621.8329751525561,5.0,18.0,5.0,4.0,15.0,23.0,31.0,66.0,12.0,25.0,5.0,16.0,10.0,9.0,18.0,21.0,18.0,33.0,1.0,2.0,0.0,0.0,7.0,13.0,12.0,9.0,2.0,0.0,2.0,3.0,0.0,0.0,608.17615
LET,KWT,Mixed,Mixed,8.92,2,319.69465400624347,5.0,24.0,5.0,2.0,15.0,50.0,31.0,26.0,12.0,28.0,5.0,12.0,10.0,14.0,18.0,11.0,18.0,16.0,1.0,2.0,0.0,0.0,7.0,12.0,12.0,11.0,2.0,7.0,2.0,4.0,0.0,1.0,253.66554
LET,LAK,Mixed,Mixed,6.2700000000000005,1,343.61406848063206,5.0,7.0,5.0,2.0,15.0,18.0,31.0,20.0,12.0,8.0,5.0,19.0,10.0,6.0,18.0,17.0,18.0,14.0,1.0,0.0,0.0,0.0,7.0,3.0,12.0,5.0,2.0,5.0,2.0,3.0,0.0,0.0,330.01968
LET,LAT,Mixed,Mixed,9.02,2,226.46324118230606,5.0,10.0,5.0,3.0,15.0,16.0,31.0,41.0,12.0,15.0,5.0,4.0,10.0,13.0,18.0,12.0,18.0,25.0,1.0,0.0,0.0,0.0,7.0,6.0,12.0,6.0,2.0,5.0,2.0,3.0,0.0,0.0,197.27162
LET,LCK,Mixed,Mixed,6.050000000000001,1,503.4958000100598,5.0,11.0,5.0,2.0,15.0,45.0,31.0,18.0,12.0,26.0,5.0,18.0,10.0,12.0,18.0,13.0,18.0,14.0,1.0,2.0,0.0,0.0,7.0,6.0,12.0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,418.52847
LET,LHP,Mixed,Residential,8.81,2,63.894941711062685,5.0,3.0,5.0,2.0,15.0,13.0,31.0,2.0,12.0,5.0,5.0,6.0,10.0,2.0,18.0,0.0,18.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,-36.08025
LET,LMC,Mixed,Residential,6.030000000000001,1,54.976740609742016,5.0,3.0,5.0,3.0,15.0,0.0,31.0,4.0,12.0,0.0,5.0,0.0,10.0,0.0,18.0,6.0,18.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,58.01173
